Sunrise,DayLengthOut,TOPPID,Year,Month,Day,Hour,Minute,Second,JulDate,SmoothedSunrise,Sunset,Year,Month,Day,Hour,Minute,Second,JulDate,SmoothedSunset,SmoothedDaylength
5/29/2004 12:19,15.73480392,2004018,2004,5,29,12,19,54,732096.5138,12.35406164,5/30/2004 4:04,2004,5,30,4,4,0,732097.1694,4.001209195,15.64714755
5/30/2004 12:21,15.69146141,2004018,2004,5,30,12,21,39,732097.515,12.36472108,5/31/2004 4:03,2004,5,31,4,3,8,732098.1688,4.082714395,15.71799332
5/31/2004 12:22,15.81131579,2004018,2004,5,31,12,22,54,732098.5159,12.37537732,6/1/2004 4:11,2004,6,1,4,11,34,732099.1747,4.164749697,15.78937238
6/1/2004 12:27,15.70584058,2004018,2004,6,1,12,27,46,732099.5193,12.386504,6/2/2004 4:10,2004,6,2,4,10,7,732100.1737,4.246425195,15.85992119
6/2/2004 12:25,15.91265432,2004018,2004,6,2,12,25,11,732100.5175,12.39757302,6/3/2004 4:19,2004,6,3,4,19,56,732101.1805,4.328738399,15.93116538
6/3/2004 12:22,15.72437276,2004018,2004,6,3,12,22,40,732101.5157,12.40921933,6/4/2004 4:06,2004,6,4,4,6,7,732102.1709,4.409742748,16.00052341
6/4/2004 12:20,16.12538889,2004018,2004,6,4,12,20,33,732102.5143,12.42087031,6/5/2004 4:28,2004,6,5,4,28,5,732103.1862,4.492783656,16.07191334
6/5/2004 12:28,16.08636856,2004018,2004,6,5,12,28,52,732103.52,12.43236419,6/6/2004 4:34,2004,6,6,4,34,2,732104.1903,4.575803846,16.14343966
6/6/2004 12:26,16.30142244,2004018,2004,6,6,12,26,10,732104.5182,12.44377235,6/7/2004 4:44,2004,6,7,4,44,15,732105.1974,4.659072079,16.21529973
6/7/2004 12:20,16.46313933,2004018,2004,6,7,12,20,55,732105.5145,12.45568193,6/8/2004 4:48,2004,6,8,4,48,42,732106.2005,4.749598923,16.29391699
6/8/2004 12:32,16.23925983,2004018,2004,6,8,12,32,36,732106.5226,12.46773256,6/9/2004 4:46,2004,6,9,4,46,57,732107.1993,4.839737704,16.37200514
6/9/2004 12:25,16.24775112,2004018,2004,6,9,12,25,28,732107.5177,12.48408973,6/10/2004 4:40,2004,6,10,4,40,20,732108.1947,4.935849211,16.45175948
6/10/2004 12:29,16.44467593,2004018,2004,6,10,12,29,26,732108.5204,12.50057183,6/11/2004 4:56,2004,6,11,4,56,7,732109.2056,5.03345733,16.5328855
6/11/2004 12:41,16.40517511,2004018,2004,6,11,12,41,48,732109.529,12.51912886,6/12/2004 5:06,2004,6,12,5,6,6,732110.2126,5.130201108,16.61107225
6/12/2004 12:33,16.75381944,2004018,2004,6,12,12,33,48,732110.5235,12.53742646,6/13/2004 5:19,2004,6,13,5,19,2,732111.2216,5.227137028,16.68971057
6/13/2004 12:25,17.04086687,2004018,2004,6,13,12,25,42,732111.5178,12.56599931,6/14/2004 5:28,2004,6,14,5,28,9,732112.2279,5.318520768,16.75252145
6/14/2004 12:29,16.87324561,2004018,2004,6,14,12,29,30,732112.5205,12.59481355,6/15/2004 5:21,2004,6,15,5,21,53,732113.2235,5.408932824,16.81411927
6/15/2004 12:45,16.88725174,2004018,2004,6,15,12,45,54,732113.5319,12.63380698,6/16/2004 5:39,2004,6,16,5,39,8,732114.2355,5.499458702,16.86565173
6/16/2004 12:31,0.568753953,2004018,2004,6,16,12,31,34,732114.5219,12.67197535,6/16/2004 13:05,2004,6,16,13,5,42,732114.5456,5.527197907,16.85522256
6/16/2004 13:07,16.02460317,2004018,2004,6,16,13,7,31,732114.5469,12.67293919,6/17/2004 5:09,2004,6,17,5,9,0,732115.2146,5.587041595,16.9141024
6/17/2004 12:35,17.17156863,2004018,2004,6,17,12,35,42,732115.5248,12.72079296,6/18/2004 5:46,2004,6,18,5,46,0,732116.2403,5.665855511,16.94506255
6/18/2004 12:41,17.01155015,2004018,2004,6,18,12,41,1,732116.5285,12.76990925,6/19/2004 5:41,2004,6,19,5,41,42,732117.2373,5.742464144,16.9725549
6/19/2004 12:53,16.86395534,2004018,2004,6,19,12,53,38,732117.5372,12.84008832,6/20/2004 5:45,2004,6,20,5,45,28,732118.2399,5.803771613,16.96368329
6/20/2004 12:53,17,2004018,2004,6,20,12,53,0,732118.5368,12.90963427,6/21/2004 5:53,2004,6,21,5,53,0,732119.2451,5.865238069,16.9556038
6/21/2004 12:59,17.03913043,2004018,2004,6,21,12,59,0,732119.541,12.99171144,6/22/2004 6:01,2004,6,22,6,1,20,732120.2509,5.915192957,16.92348152
6/22/2004 13:02,17.03690476,2004018,2004,6,22,13,2,47,732120.5436,13.07365783,6/23/2004 6:05,2004,6,23,6,5,0,732121.2535,5.964988912,16.89133108
6/23/2004 12:59,16.9615942,2004018,2004,6,23,12,59,0,732121.541,13.16065214,6/24/2004 5:56,2004,6,24,5,56,41,732122.2477,6.004893924,16.84424178
6/24/2004 13:26,16.58736111,2004018,2004,6,24,13,26,35,732122.5601,13.24953916,6/25/2004 6:01,2004,6,25,6,1,49,732123.2513,6.045176231,16.79563707
6/25/2004 13:24,16.05191799,2004018,2004,6,25,13,24,6,732123.5584,13.33776531,6/26/2004 5:27,2004,6,26,5,27,13,732124.2272,6.076273755,16.73850844
6/26/2004 13:25,16.70159327,2004018,2004,6,26,13,25,12,732124.5592,13.42621241,6/27/2004 6:07,2004,6,27,6,7,18,732125.2551,6.109028284,16.68281588
6/27/2004 13:22,16.85714286,2004018,2004,6,27,13,22,0,732125.5569,13.51718924,6/28/2004 6:13,2004,6,28,6,13,25,732126.2593,6.135414234,16.618225
6/28/2004 13:36,16.61190476,2004018,2004,6,28,13,36,51,732126.5673,13.60932414,6/29/2004 6:13,2004,6,29,6,13,34,732127.2594,6.161692455,16.55236831
6/29/2004 13:45,16.40925926,2004018,2004,6,29,13,45,26,732127.5732,13.69875128,6/30/2004 6:10,2004,6,30,6,10,0,732128.2569,6.187522286,16.488771
6/30/2004 13:44,16.49393939,2004018,2004,6,30,13,44,10,732128.5723,13.78757389,7/1/2004 6:13,2004,7,1,6,13,49,732129.2596,6.213486768,16.42591288
7/1/2004 13:52,16.20732601,2004018,2004,7,1,13,52,42,732129.5783,13.86878897,7/2/2004 6:05,2004,7,2,6,5,9,732130.2536,6.237965603,16.36917663
7/2/2004 13:56,16.32138889,2004018,2004,7,2,13,56,10,732130.5807,13.94971343,7/3/2004 6:15,2004,7,3,6,15,27,732131.2607,6.262767047,16.31305362
7/3/2004 14:12,16.07048976,2004018,2004,7,3,14,12,22,732131.5919,14.02857337,7/4/2004 6:16,2004,7,4,6,16,36,732132.2615,6.286512146,16.25793878
7/4/2004 14:13,16.03888889,2004018,2004,7,4,14,13,40,732132.5928,14.10663005,7/5/2004 6:16,2004,7,5,6,16,0,732133.2611,6.310228773,16.20359873
7/5/2004 14:15,16.18384615,2004018,2004,7,5,14,15,12,732133.5939,14.18321403,7/6/2004 6:26,2004,7,6,6,26,13,732134.2682,6.338412949,16.15519892
7/6/2004 14:11,16.15955556,2004018,2004,7,6,14,11,40,732134.5914,14.25952261,7/7/2004 6:21,2004,7,7,6,21,14,732135.2647,6.366300478,16.10677787
7/7/2004 14:13,16.15238095,2004018,2004,7,7,14,13,51,732135.593,14.32892777,7/8/2004 6:23,2004,7,8,6,23,0,732136.266,6.397419595,16.06849182
7/8/2004 14:21,16.10039474,2004018,2004,7,8,14,21,31,732136.5983,14.39858933,7/9/2004 6:27,2004,7,9,6,27,33,732137.2691,6.428594653,16.03000533
7/9/2004 17:17,13.02516681,2004018,2004,7,9,17,17,53,732137.7208,14.46529826,7/10/2004 6:19,2004,7,10,6,19,24,732138.2635,6.45855027,15.99325201
7/10/2004 14:34,16.0077381,2004018,2004,7,10,14,34,17,732138.6071,14.51797008,7/11/2004 6:34,2004,7,11,6,34,45,732139.2741,6.488993901,15.97102382
7/11/2004 14:39,15.83466667,2004018,2004,7,11,14,39,0,732139.6104,14.57530854,7/12/2004 6:29,2004,7,12,6,29,4,732140.2702,6.517373831,15.94206529
7/12/2004 14:45,15.81678195,2004018,2004,7,12,14,45,20,732140.6148,14.63270985,7/13/2004 6:34,2004,7,13,6,34,20,732141.2738,6.545967444,15.91325759
7/13/2004 14:43,15.89034483,2004018,2004,7,13,14,43,12,732141.6133,14.6901505,7/14/2004 6:36,2004,7,14,6,36,37,732142.2754,6.571823526,15.88167303
7/14/2004 14:39,15.87408333,2004018,2004,7,14,14,39,40,732142.6109,14.74753936,7/15/2004 6:32,2004,7,15,6,32,7,732143.2723,6.597558278,15.85001892
7/15/2004 14:50,15.86321839,2004018,2004,7,15,14,50,18,732143.6183,14.79831436,7/16/2004 6:42,2004,7,16,6,42,6,732144.2792,6.618715371,15.82040101
7/16/2004 14:44,15.91021407,2004018,2004,7,16,14,44,35,732144.6143,14.84851478,7/17/2004 6:39,2004,7,17,6,39,12,732145.2772,6.639685456,15.79117068
7/17/2004 14:54,15.76010558,2004018,2004,7,17,14,54,28,732145.6212,14.8973224,7/18/2004 6:40,2004,7,18,6,40,4,732146.2778,6.658021598,15.7606992
7/18/2004 14:57,15.78538279,2004018,2004,7,18,14,57,17,732146.6231,14.94588765,7/19/2004 6:44,2004,7,19,6,44,24,732147.2808,6.67640172,15.73051407
7/19/2004 14:58,15.72918871,2004018,2004,7,19,14,58,17,732147.6238,14.99717508,7/20/2004 6:42,2004,7,20,6,42,2,732148.2792,6.694351893,15.69717681
7/20/2004 15:18,15.36989756,2004018,2004,7,20,15,18,21,732148.6377,15.04913902,7/21/2004 6:40,2004,7,21,6,40,33,732149.2782,6.712312853,15.66317383
7/21/2004 15:01,15.62203065,2004018,2004,7,21,15,1,20,732149.6259,15.09886253,7/22/2004 6:38,2004,7,22,6,38,40,732150.2769,6.728151776,15.62928924
7/22/2004 15:16,15.43580247,2004018,2004,7,22,15,16,40,732150.6366,15.14971818,7/23/2004 6:42,2004,7,23,6,42,48,732151.2797,6.744055723,15.59433754
7/23/2004 15:12,15.59854312,2004018,2004,7,23,15,12,19,732151.6336,15.19336567,7/24/2004 6:48,2004,7,24,6,48,13,732152.2835,6.754852271,15.5614866
7/24/2004 15:13,15.57256705,2004018,2004,7,24,15,13,16,732152.6342,15.23717077,7/25/2004 6:47,2004,7,25,6,47,37,732153.2831,6.765603646,15.52843288
7/25/2004 15:20,15.44739169,2004018,2004,7,25,15,20,50,732153.6395,15.27032984,7/26/2004 6:47,2004,7,26,6,47,41,732154.2831,6.771213764,15.50088392
7/26/2004 15:23,15.43152174,2004018,2004,7,26,15,23,36,732154.6414,15.30337677,7/27/2004 6:49,2004,7,27,6,49,30,732155.2844,6.776831176,15.47345441
7/27/2004 15:23,15.51446924,2004018,2004,7,27,15,23,14,732155.6411,15.32581813,7/28/2004 6:54,2004,7,28,6,54,6,732156.2876,6.776836609,15.45101848
7/28/2004 15:18,15.17729908,2004018,2004,7,28,15,18,26,732156.6378,15.34819214,7/29/2004 6:29,2004,7,29,6,29,4,732157.2702,6.77684193,15.42864979
7/29/2004 20:47,9.977694236,2004018,2004,7,29,20,47,3,732157.866,15.36965416,7/30/2004 6:45,2004,7,30,6,45,42,732158.2817,6.769665735,15.40001157
7/30/2004 15:25,15.38095238,2004018,2004,7,30,15,25,0,732158.6424,15.38322126,7/31/2004 6:47,2004,7,31,6,47,51,732159.2832,6.762560487,15.37933922
7/31/2004 15:23,15.41805556,2004018,2004,7,31,15,23,15,732159.6411,15.40082704,8/1/2004 6:48,2004,8,1,6,48,20,732160.2836,6.751266201,15.35043916
8/1/2004 15:24,15.301875,2004018,2004,8,1,15,24,41,732160.6421,15.41847337,8/2/2004 6:42,2004,8,2,6,42,48,732161.2797,6.740020461,15.32154709
8/2/2004 15:23,15.29327957,2004018,2004,8,2,15,23,30,732161.6413,15.4394621,8/3/2004 6:41,2004,8,3,6,41,5,732162.2785,6.727559801,15.2880977
8/3/2004 15:24,15.27270968,2004018,2004,8,3,15,24,57,732162.6423,15.46048863,8/4/2004 6:41,2004,8,4,6,41,19,732163.2787,6.715081675,15.25459304
8/4/2004 15:25,15.26128494,2004018,2004,8,4,15,25,42,732163.6428,15.4866159,8/5/2004 6:41,2004,8,5,6,41,22,732164.2787,6.704090762,15.21747486
8/5/2004 15:28,15.19236453,2004018,2004,8,5,15,28,17,732164.6446,15.51277713,8/6/2004 6:39,2004,8,6,6,39,49,732165.2777,6.69311084,15.18033371
8/6/2004 15:37,15.09483409,2004018,2004,8,6,15,37,11,732165.6508,15.54030988,8/7/2004 6:42,2004,8,7,6,42,52,732166.2798,6.682430863,15.14212098
