DriftStartIndex,DriftEndIndex,DriftDuration,DriftJulDate,DriftStartLight,DriftEndLight,DriftAvgLight,DriftStartDepth,DriftEndDepth,DriftAvgDepth,DriftStartGMT,DiveStartLight,DriftRate,TOPPID,DaysSinceDeparture,SmoothSunriseHour,HoursSinceSunrise,SmoothSunsetHour,HoursSinceSunset,SmoothDaylength,TimeOfDay,Col
26,89,504,732167.7396,77,26,60.2990099,244.5,635.5,344.5277228,17.749992,133,-0.2,2004018,71.70833341,15.59544471,2.15454729,6.671787122,11.07820488,15.10415792,Day,yellow4
29,67,304,732167.9366,94,60,85.75081967,245.5,347,268.8311475,22.47888,188,-0.18,2004018,71.90537019,15.59544471,6.88343529,6.671787122,15.80709288,15.10415792,Day,yellow4
33,100,536,732167.9553,91,58,79.97579143,258,369,268.3324022,22.927776,178,-0.175,2004018,71.92407456,15.59544471,7.33233129,6.671787122,16.25598888,15.10415792,Day,yellow4
31,137,848,732167.9733,93,63,71.85512367,243,345.5,286.2084806,23.358888,177,-0.195,2004018,71.94203737,15.59544471,7.76344329,6.671787122,16.68710088,15.10415792,Day,yellow4
34,101,536,732167.994,90,37,71.45437616,249,372,284.6368715,23.856672,175,-0.195,2004018,71.96277815,15.59544471,8.26122729,6.671787122,17.18488488,15.10415792,Day,yellow4
32,114,656,732168.0142,86,22,60.847793,267,547.5,357.2115677,0.341112,179,-0.19,2004018,71.98296296,15.59544471,-15.25433271,6.671787122,-6.330675122,15.10415792,Day,yellow4
29,120,728,732168.0375,91,68,65.19478738,247.5,273.5,372.9115226,0.901104,195,-0.2,2004018,72.00629619,15.59544471,-14.69434071,6.671787122,-5.770683122,15.10415792,Day,yellow4
27,110,664,732168.7011,73,62,55.6962406,215.5,319,301.6218045,16.82556,164,-0.2,2004018,72.669815,15.62334637,1.20221363,6.657231294,10.16832871,15.06178659,Day,yellow4
24,110,688,732168.7222,76,18,54.87808418,223.5,363.5,355.021045,17.332224,132,-0.2,2004018,72.69092622,15.62334637,1.70887763,6.657231294,10.67499271,15.06178659,Day,yellow4
28,94,528,732168.9353,86,100,71.72778828,245.5,185.5,275.6153119,22.447776,194,-0.205,2004018,72.90407359,15.62334637,6.82442963,6.657231294,15.79054471,15.06178659,Day,yellow4
28,98,560,732168.9591,85,26,64.72192513,250,705,360.8582888,23.01888,191,-0.185,2004018,72.92787059,15.62334637,7.39553363,6.657231294,16.36164871,15.06178659,Day,yellow4
30,85,440,732169.1364,71,40,64.16553288,276.5,387.5,331.9070295,3.27444,186,-0.175,2004018,73.10518478,15.62334637,-12.34890637,6.657231294,-3.382791294,15.06178659,Day,yellow4
27,103,608,732169.713,66,61,55.79638752,251,225.5,277.41133,17.112216,172,-0.185,2004018,73.681759,15.64800874,1.46420726,6.642695844,10.46952016,15.01934947,Day,yellow4
25,107,656,732169.731,80,30,51.33942161,230.5,300,316.2534247,17.543328,177,-0.195,2004018,73.69972181,15.64800874,1.89531926,6.642695844,10.90063216,15.01934947,Day,yellow4
28,119,728,732169.7512,74,37,54.38545953,244.5,414.5,341.6028807,18.027768,177,-0.205,2004018,73.71990759,15.64800874,2.37975926,6.642695844,11.38507216,15.01934947,Day,yellow4
32,74,336,732169.93,85,87,75.41839763,279,219,285.5845697,22.321104,192,-0.205,2004018,73.89879596,15.64800874,6.67309526,6.642695844,15.67840816,15.01934947,Day,yellow4
28,116,704,732170.0008,92,22,74.74893617,244.5,704.5,283.470922,0.018888,189,-0.2,2004018,73.96953659,15.64800874,-15.62912074,6.642695844,-6.623807844,15.01934947,Day,yellow4
27,84,456,732170.0185,96,57,76.76586433,236,352,265.4890591,0.443328,191,-0.21,2004018,73.987222,15.64800874,-15.20468074,6.642695844,-6.199367844,15.01934947,Day,yellow4
28,155,1016,732170.0381,92,18,60.53294002,250,652,402.2064897,0.914448,188,-0.2,2004018,74.00685159,15.64800874,-14.73356074,6.642695844,-5.728247844,15.01934947,Day,yellow4
26,101,600,732170.6554,32,106,58.17304493,192,74,248.9658902,15.730008,111,-0.185,2004018,74.62416641,15.67262669,0.05738131,6.618567435,9.111440565,14.9705587,Twilight,grey50
95,137,336,732170.9943,53,53,71.93768546,371.5,356.5,275.4421365,23.863344,190,-0.225,2004018,74.9630553,15.67262669,8.19071731,6.618567435,17.24477657,14.9705587,Day,yellow4
30,100,560,732171.0142,80,21,61.5597148,256.5,624.5,359.6639929,0.341112,192,-0.2,2004018,74.98296278,15.67262669,-15.33151469,6.618567435,-6.277455435,14.9705587,Day,yellow4
22,122,800,732171.6554,34,17,43.74531835,182.5,449.5,257.9975031,15.730008,107,-0.2,2004018,75.62416704,15.69371046,0.03629754,6.594455913,9.135552087,14.92182922,Twilight,grey50
24,138,912,732171.6757,55,22,43.10405257,197.5,337,290.016977,16.216656,144,-0.2,2004018,75.64444422,15.69371046,0.52294554,6.594455913,9.622200087,14.92182922,Day,yellow4
42,152,880,732171.6981,58,16,44.87514188,232.5,622,332.4143019,16.754448,127,-0.225,2004018,75.66685189,15.69371046,1.06073754,6.594455913,10.15999209,14.92182922,Day,yellow4
27,169,1136,732171.7176,65,95,46.1759015,241.5,168,384.5505717,17.223336,168,-0.21,2004018,75.686389,15.69371046,1.52962554,6.594455913,10.62888009,14.92182922,Day,yellow4
34,158,992,732171.743,62,20,50.8429003,271,705,404.7114804,17.832216,172,-0.205,2004018,75.71175915,15.69371046,2.13850554,6.594455913,11.23776009,14.92182922,Day,yellow4
32,75,344,732171.8486,66,27,57.2,308,480,323.0536232,20.36556,181,-0.2,2004018,75.81731496,15.69371046,4.67184954,6.594455913,13.77110409,14.92182922,Day,yellow4
32,70,304,732171.8961,72,36,68.24918033,287,455,300.1360656,21.50556,192,-0.17,2004018,75.86481496,15.69371046,5.81184954,6.594455913,14.91110409,14.92182922,Day,yellow4
30,78,384,732172.0313,71,42,61.32727273,288,307,296.3974026,0.752232,191,-0.195,2004018,76.00009278,15.69371046,-14.94147846,6.594455913,-5.842223913,14.92182922,Day,yellow4
31,84,424,732172.0513,71,64,56.48235294,273.5,310.5,298.1976471,1.23,191,-0.175,2004018,76.02000037,15.69371046,-14.46371046,6.594455913,-5.364455913,14.92182922,Day,yellow4
31,93,496,732172.0738,69,66,59.41247485,267.5,263.5,356.3239437,1.77,182,-0.17,2004018,76.04250037,15.69371046,-13.92371046,6.594455913,-4.824455913,14.92182922,Day,yellow4
25,81,448,732172.6944,64,23,58.99109131,233,370,251.3507795,16.665552,164,-0.195,2004018,76.66314781,15.71482789,0.95072411,6.565130388,10.10042161,14.87141993,Day,yellow4
27,96,552,732172.7275,67,24,51.01446655,251,390.5,284.3734177,17.461104,180,-0.2,2004018,76.696296,15.71482789,1.74627611,6.565130388,10.89597361,14.87141993,Day,yellow4
27,128,808,732172.7474,68,97,54.80716934,252,132.5,290.4932015,17.936664,181,-0.195,2004018,76.716111,15.71482789,2.22183611,6.565130388,11.37153361,14.87141993,Day,yellow4
87,161,592,732172.7758,30,19,54.94266442,344,644,323.0480607,18.618888,178,-0.175,2004018,76.74453656,15.71482789,2.90406011,6.565130388,12.05375761,14.87141993,Day,yellow4
33,136,824,732172.7963,70,20,54.97818182,271.5,649,382.210303,19.11,183,-0.175,2004018,76.76499956,15.71482789,3.39517211,6.565130388,12.54486961,14.87141993,Day,yellow4
64,98,272,732172.9087,55,46,82.22794118,329.5,354,240.1580882,21.807768,201,-0.19,2004018,76.87740693,15.71482789,6.09294011,6.565130388,15.24263761,14.87141993,Day,yellow4
29,61,256,732172.928,74,46,72.9921875,276,301,273.0175781,22.272216,191,-0.17,2004018,76.89675919,15.71482789,6.55738811,6.565130388,15.70708561,14.87141993,Day,yellow4
31,97,528,732172.95,79,74,66.4442344,258.5,283.5,338.8147448,22.801104,193,-0.19,2004018,76.91879637,15.71482789,7.08627611,6.565130388,16.23597361,14.87141993,Day,yellow4
33,113,640,732173.6972,54,31,45.2324493,252.5,328,318.0413417,16.732224,165,-0.165,2004018,77.66592556,15.73521869,0.99700531,6.535807796,10.1964162,14.82097991,Day,yellow4
32,153,968,732173.7376,56,18,48.10526316,281.5,647,340.2585139,17.703336,174,-0.18,2004018,77.70638896,15.73521869,1.96811731,6.535807796,11.1675282,14.82097991,Day,yellow4
32,142,880,732173.7637,59,23,50.68671964,273.5,683,359.6821793,18.327768,183,-0.185,2004018,77.73240696,15.73521869,2.59254931,6.535807796,11.7919602,14.82097991,Day,yellow4
29,134,840,732173.7905,70,21,52.03686088,270.5,694.5,405.656956,18.972216,183,-0.19,2004018,77.75925919,15.73521869,3.23699731,6.535807796,12.4364082,14.82097991,Day,yellow4
31,70,312,732173.9217,73,72,71.46325879,306.5,320,296.3370607,22.121112,153,-0.19,2004018,77.89046337,15.73521869,6.38589331,6.535807796,15.5853042,14.82097991,Day,yellow4
29,101,576,732173.9404,83,68,67.54766031,268.5,298.5,288.3388215,22.570008,194,-0.195,2004018,77.90916619,15.73521869,6.83478931,6.535807796,16.0342002,14.82097991,Day,yellow4
30,81,408,732173.9592,87,186,63.29584352,254.5,0,294.4119804,23.021112,194,-0.195,2004018,77.92796278,15.73521869,7.28589331,6.535807796,16.4853042,14.82097991,Day,yellow4
28,102,592,732173.9785,88,20,63.89713322,257,690,324.1897133,23.483328,195,-0.205,2004018,77.94722259,15.73521869,7.74810931,6.535807796,16.9475202,14.82097991,Day,yellow4
28,90,496,732174.0006,77,151,63.51911469,259.5,27,370.8360161,0.014448,184,-0.165,2004018,77.96935159,15.73521869,-15.72077069,6.535807796,-6.521359796,14.82097991,Day,yellow4
87,160,584,732174.7273,28,67,64.02735043,330.5,284.5,261.8478632,17.454456,172,-0.21,2004018,78.69601856,15.75574854,1.69870746,6.5105734,10.9438826,14.77535471,Day,yellow4
31,102,568,732174.7673,71,55,72.3602812,249,326,258.3945518,18.414456,174,-0.18,2004018,78.73601837,15.75574854,2.65870746,6.5105734,11.9038826,14.77535471,Day,yellow4
33,115,656,732174.7902,76,24,74.8325723,256.5,666,275.8713851,18.965544,174,-0.195,2004018,78.75898156,15.75574854,3.20979546,6.5105734,12.4549706,14.77535471,Day,yellow4
71,96,200,732174.9223,64,81,93.84079602,328,259.5,227.2661692,22.134456,191,-0.17,2004018,78.89101807,15.75574854,6.37870746,6.5105734,15.6238826,14.77535471,Day,yellow4
29,116,696,732174.9615,87,35,56.11908178,242,325,395.9153515,23.076672,193,-0.2,2004018,78.93027819,15.75574854,7.32092346,6.5105734,16.5660986,14.77535471,Day,yellow4
30,92,496,732175.1084,78,52,69.89336016,235.5,331,251.3772636,2.60112,182,-0.195,2004018,79.07712978,15.75574854,-13.15462854,6.5105734,-3.9094534,14.77535471,Day,yellow4
22,98,608,732175.6608,40,79,54.95073892,180,200.5,235.7036125,15.858888,111,-0.21,2004018,79.62953704,15.77712211,0.08176589,6.485344072,9.373543928,14.72959553,Twilight,grey50
26,129,824,732175.675,52,183,64.55636364,222,0,243.8660606,16.201104,144,-0.19,2004018,79.64379641,15.77712211,0.42398189,6.485344072,9.715759928,14.72959553,Twilight,grey50
28,101,584,732175.6917,65,23,64.15384615,240,366,252.6589744,16.601112,162,-0.215,2004018,79.66046259,15.77712211,0.82398989,6.485344072,10.11576793,14.72959553,Day,yellow4
33,111,624,732175.7377,59,27,65.9232,295,365.5,266.5832,17.705544,143,-0.19,2004018,79.70648156,15.77712211,1.92842189,6.485344072,11.22019993,14.72959553,Day,yellow4
35,117,656,732175.7872,67,44,66.33637747,274,311,271.8812785,18.892224,181,-0.18,2004018,79.75592574,15.77712211,3.11510189,6.485344072,12.40687993,14.72959553,Day,yellow4
33,113,640,732175.8052,76,96,59.2574103,264,151,297.2597504,19.325544,181,-0.18,2004018,79.77398156,15.77712211,3.54842189,6.485344072,12.84019993,14.72959553,Day,yellow4
35,112,616,732175.8248,77,16,54.05510535,280,471,353.8128039,19.794456,182,-0.175,2004018,79.79351874,15.77712211,4.01733389,6.485344072,13.30911193,14.72959553,Day,yellow4
30,115,680,732175.846,79,147,56.32305433,264.5,1.5,391.1417034,20.303328,189,-0.185,2004018,79.81472178,15.77712211,4.52620589,6.485344072,13.81798393,14.72959553,Day,yellow4
31,113,656,732176.8682,62,19,58.04718417,263.5,687,396.3074581,20.836656,189,-0.19,2004018,80.83694437,15.79850638,5.03814962,6.463755004,14.372901,14.68663289,Day,yellow4
24,142,944,732177.753,84,18,56.55132275,207,481,292.9359788,18.072216,174,-0.195,2004018,81.72175922,15.82201104,2.25020496,6.442035881,11.63018012,14.6435295,Day,yellow4
28,165,1096,732177.7754,77,55,54.28805834,241.5,339.5,316.1289881,18.610008,187,-0.19,2004018,81.74416659,15.82201104,2.78799696,6.442035881,12.16797212,14.6435295,Day,yellow4
58,164,848,732177.8316,66,35,59.76207303,314.5,474,347.5700825,19.95888,181,-0.195,2004018,81.80037037,15.82201104,4.13686896,6.442035881,13.51684412,14.6435295,Day,yellow4
35,113,624,732177.8587,71,19,56.3968,279,684,395.416,20.607768,196,-0.16,2004018,81.82740774,15.82201104,4.78575696,6.442035881,14.16573212,14.6435295,Day,yellow4
30,74,352,732178.029,67,23,52.47875354,272,374,303.7677054,0.696672,173,-0.18,2004018,81.99777778,15.82201104,-15.12533904,6.442035881,-5.745363881,14.6435295,Day,yellow4
35,72,296,732178.0489,67,23,54.21885522,288.5,395.5,293.5353535,1.17444,184,-0.19,2004018,82.01768474,15.82201104,-14.64757104,6.442035881,-5.267595881,14.6435295,Day,yellow4
31,108,616,732178.0704,68,17,47.7471637,265.5,657,393.3103728,1.690008,181,-0.195,2004018,82.03916637,15.82201104,-14.13200304,6.442035881,-4.752027881,14.6435295,Day,yellow4
30,135,840,732178.819,76,118,52.23781213,267,131,371.324019,19.656672,185,-0.185,2004018,82.78777778,15.8456447,3.8110273,6.42798698,13.22868502,14.60597594,Day,yellow4
35,137,816,732178.8448,76,78,50.69400245,277.5,246,420.6481028,20.274456,192,-0.215,2004018,82.81351874,15.8456447,4.4288113,6.42798698,13.84646902,14.60597594,Day,yellow4
83,140,456,732178.956,54,93,76.30634573,359.5,217,276.8599562,22.943328,191,-0.18,2004018,82.92472219,15.8456447,7.0976833,6.42798698,16.51534102,14.60597594,Day,yellow4
33,94,488,732178.9989,85,81,55.54396728,260.5,212,388.7822086,23.97444,196,-0.195,2004018,82.96768556,15.8456447,8.1287953,6.42798698,17.54645302,14.60597594,Day,yellow4
33,114,648,732179.6941,41,64,51.03543914,273,259,267.1540832,16.65888,148,-0.17,2004018,83.66287056,15.87809602,0.78078398,6.413909945,10.24497006,14.56826524,Day,yellow4
30,111,648,732179.7115,52,48,45.81972265,266.5,315.5,296.4383667,17.076672,164,-0.165,2004018,83.68027778,15.87809602,1.19857598,6.413909945,10.66276206,14.56826524,Day,yellow4
29,134,840,732179.7304,57,22,49.07966706,264.5,661,345.2841855,17.530008,167,-0.18,2004018,83.69916619,15.87809602,1.65191198,6.413909945,11.11609806,14.56826524,Day,yellow4
31,137,848,732179.7544,60,17,47.73027091,273,648.5,400.2756184,18.105552,176,-0.165,2004018,83.72314837,15.87809602,2.22745598,6.413909945,11.69164206,14.56826524,Day,yellow4
31,99,544,732180.7255,51,34,49.20917431,296.5,309,294.259633,17.412216,179,-0.175,2004018,84.69425937,15.91049203,1.50172397,6.410686915,11.00152909,14.53259089,Day,yellow4
84,141,456,732180.7524,26,66,41.66520788,357,286,330.4102845,18.056664,176,-0.16,2004018,84.72111078,15.91049203,2.14617197,6.410686915,11.64597709,14.53259089,Day,yellow4
34,160,1008,732180.7741,62,16,49.06838454,285.5,588,385.0203171,18.57888,188,-0.16,2004018,84.74287015,15.91049203,2.66838797,6.410686915,12.16819309,14.53259089,Day,yellow4
27,116,712,732182.6789,39,21,47.11781206,230.5,632.5,285.371669,16.29444,138,-0.185,2004018,86.647685,15.9840901,0.3103499,6.404177577,9.890262423,14.45682231,Twilight,grey50
32,144,896,732182.7169,52,102,45.20735786,274.5,147,397.0362319,17.205552,163,-0.185,2004018,86.68564796,15.9840901,1.2214619,6.404177577,10.80137442,14.45682231,Day,yellow4
32,123,728,732182.9114,60,32,45.51440329,303.5,392.5,347.6097394,21.87444,189,-0.2,2004018,86.88018496,15.9840901,5.8903499,6.404177577,15.47026242,14.45682231,Day,yellow4
34,154,960,732182.9333,74,18,48.70343392,287,656.5,392.8314256,22.398888,182,-0.195,2004018,86.90203715,15.9840901,6.4147979,6.404177577,15.99471042,14.45682231,Day,yellow4
27,136,872,732183.6837,39,17,47.69644903,227,456,265.2892325,16.407768,139,-0.215,2004018,87.652407,16.01576079,0.39200721,6.400857521,10.00691048,14.41676742,Twilight,grey50
30,124,752,732183.7062,51,134,43.82337317,241,41,289.4302789,16.947768,158,-0.18,2004018,87.67490778,16.01576079,0.93200721,6.400857521,10.54691048,14.41676742,Day,yellow4
28,147,952,732183.727,63,20,46.53620147,230,621,314.1532004,17.447784,169,-0.19,2004018,87.69574059,16.01576079,1.43202321,6.400857521,11.04692648,14.41676742,Day,yellow4
31,162,1048,732183.7527,64,126,44.7693041,256,77,379.2202097,18.065544,182,-0.2,2004018,87.72148137,16.01576079,2.04978321,6.400857521,11.66468648,14.41676742,Day,yellow4
31,140,872,732183.7802,63,20,48.82932417,262.5,575,403.0206186,18.725544,180,-0.195,2004018,87.74898137,16.01576079,2.70978321,6.400857521,12.32468648,14.41676742,Day,yellow4
26,102,608,732184.6876,38,57,53.96059113,223,285.5,241.6756979,16.503336,131,-0.2,2004018,88.65638841,16.04763415,0.45570185,6.391448417,10.11188758,14.37568763,Twilight,grey50
31,152,968,732184.94,69,28,65.89783282,258,565.5,282.3673891,22.558896,179,-0.195,2004018,88.90870337,16.04763415,6.51126185,6.391448417,16.16744758,14.37568763,Day,yellow4
32,160,1024,732184.9661,79,18,64.68292683,250,655.5,336.3668293,23.18556,188,-0.17,2004018,88.93481496,16.04763415,7.13792585,6.391448417,16.79411158,14.37568763,Day,yellow4
36,116,640,732184.9961,74,26,68.60374415,271.5,660.5,333.7020281,23.90556,190,-0.18,2004018,88.96481433,16.04763415,7.85792585,6.391448417,17.51411158,14.37568763,Day,yellow4
31,111,640,732185.1686,68,77,65.91731669,258.5,137,277.6123245,4.04556,182,-0.19,2004018,89.13731437,16.04763415,-12.00207415,6.391448417,-2.345888417,14.37568763,Day,yellow4
31,102,568,732185.9713,69,62,55.43057996,279,291.5,291.1300527,23.312232,181,-0.19,2004018,89.94009237,16.08108633,7.23114567,6.374749962,16.93748204,14.29516235,Day,yellow4
32,101,552,732186.0095,70,25,51.49728752,273.5,633,351.2685353,0.227784,189,-0.19,2004018,89.97824096,16.08108633,-15.85330233,6.374749962,-6.146965962,14.29516235,Day,yellow4
32,115,664,732186.182,67,147,46.36992481,249,0,310.8609023,4.367784,178,-0.17,2004018,90.15074096,16.08108633,-11.71330233,6.374749962,-2.006965962,14.29516235,Day,yellow4
29,130,808,732186.695,46,17,45.18912237,204,630.5,274.3485785,16.681104,139,-0.175,2004018,90.66379619,16.11138834,0.56971566,6.366006309,10.31509769,14.28491998,Day,yellow4
29,149,960,732186.7138,58,184,45.09677419,197.5,0.5,336.9354839,17.13,161,-0.17,2004018,90.68250019,16.11138834,1.01861166,6.366006309,10.76399369,14.28491998,Day,yellow4
29,119,720,732186.9284,63,52,54.10263523,267,279,282.757975,22.28112,181,-0.185,2004018,90.89712919,16.11138834,6.16973166,6.366006309,15.91511369,14.28491998,Day,yellow4
30,141,888,732186.9484,65,16,48.10573678,262,649,373.9071991,22.76112,182,-0.175,2004018,90.91712978,16.11138834,6.64973166,6.366006309,16.39511369,14.28491998,Day,yellow4
31,151,960,732186.97,66,132,46.98647242,256.5,54,414.3563996,23.281104,182,-0.215,2004018,90.93879637,16.11138834,7.16971566,6.366006309,16.91509769,14.28491998,Day,yellow4
25,104,632,732187.7012,62,36,59.98736177,189.5,295.5,236.2330174,16.827768,161,-0.19,2004018,91.66990781,16.14075955,0.68700845,6.349869887,10.47789811,14.23848154,Day,yellow4
29,113,672,732187.7177,63,67,56.5141159,230,222.5,263.3447251,17.225544,160,-0.215,2004018,91.68648119,16.14075955,1.08478445,6.349869887,10.87567411,14.23848154,Day,yellow4
28,125,776,732187.7357,61,45,53.46074646,254.5,320.5,288.7297297,17.656656,171,-0.21,2004018,91.70444459,16.14075955,1.51589645,6.349869887,11.30678611,14.23848154,Day,yellow4
28,149,968,732187.7572,71,20,46.56140351,255,375.5,376.6073271,18.172224,151,-0.19,2004018,91.72592559,16.14075955,2.03146445,6.349869887,11.82235411,14.23848154,Day,yellow4
30,142,896,732187.7807,64,17,48.03790412,276,657,406.1153846,18.736656,178,-0.22,2004018,91.74944478,16.14075955,2.59589645,6.349869887,12.38678611,14.23848154,Day,yellow4
168,210,336,732188.0249,22,15,46.34124629,406,686.5,419.9792285,0.596664,188,-0.205,2004018,91.99361156,16.14075955,-15.54409555,6.349869887,-5.753205887,14.23848154,Day,yellow4
27,96,552,732188.6879,37,27,44.92224231,228.5,349,265.5108499,16.510008,139,-0.195,2004018,92.656667,16.17020438,0.33980362,6.332293128,10.17771487,14.19153357,Twilight,grey50
29,135,848,732188.7261,59,16,45.35689046,241,707.5,411.2479388,17.42556,165,-0.21,2004018,92.69481519,16.17020438,1.25535562,6.332293128,11.09326687,14.19153357,Day,yellow4
27,112,680,732189.665,26,50,41.58737151,206,273,300.1908957,15.961104,80,-0.185,2004018,93.633796,16.17020438,-0.20910038,6.314575304,9.646528696,14.14437092,Twilight,grey50
30,131,808,732189.8775,71,36,62.00988875,272.5,334.5,291.1693449,21.061104,182,-0.195,2004018,93.84629678,16.18872763,4.87237637,6.314575304,14.7465287,14.14437092,Day,yellow4
33,137,832,732189.9488,74,43,56.90036014,274,390.5,394.9603842,22.77,194,-0.21,2004018,93.91749956,16.18872763,6.58127237,6.314575304,16.4554247,14.14437092,Day,yellow4
29,148,952,732190.7026,52,15,44.65582371,234.5,590.5,358.8478489,16.863336,148,-0.175,2004018,94.67138919,16.20721388,0.65612212,6.294443646,10.56889235,14.10571602,Day,yellow4
34,133,792,732190.9559,68,184,48.10088272,279,0,414.5075662,22.94112,192,-0.22,2004018,94.92462915,16.20721388,6.73390612,6.294443646,16.64667635,14.10571602,Day,yellow4
29,120,728,732191.6782,27,14,31.71879287,246,349.5,337.0973937,16.276656,93,-0.185,2004018,95.64694419,16.20721388,0.06944212,6.274446883,10.00220912,14.067233,Twilight,grey50
38,116,624,732192.0219,60,49,48.3504,289,290.5,350.8184,0.525552,183,-0.225,2004018,95.99064852,16.22078555,-15.69523355,6.274446883,-5.748894883,14.067233,Day,yellow4
35,158,984,732192.7248,54,18,43.35025381,227.5,642.5,340.4162437,17.394456,164,-0.17,2004018,96.69351874,16.23417435,1.16028165,6.248524413,11.14593159,14.02773886,Day,yellow4
31,153,976,732192.7514,57,16,43.790174,249,604.5,391.0890481,18.03444,176,-0.195,2004018,96.72018537,16.23417435,1.80026565,6.248524413,11.78591559,14.02773886,Day,yellow4
29,123,752,732193.6499,26,92,30.53253652,183,94,243.1792829,15.596664,76,-0.17,2004018,97.61861119,16.23417435,-0.63751035,6.222594196,9.374069804,13.98841984,Night,darkblue
22,144,976,732193.669,29,14,33.57830092,140.5,469,347.4611054,16.056672,85,-0.21,2004018,97.63777804,16.23417435,-0.17750235,6.222594196,9.834077804,13.98841984,Twilight,grey50
18,80,496,732194.6024,29,44,30.4889336,111,27.5,122.054326,14.456664,69,-0.17,2004018,98.57111067,16.24721817,-1.79055417,6.188451374,8.268212626,13.9412332,Night,darkblue
20,143,984,732194.6319,30,71,29.15532995,99,142,223.5446701,15.165552,78,-0.18,2004018,98.60064785,16.24721817,-1.08166617,6.188451374,8.977100626,13.9412332,Night,darkblue
27,181,1232,732194.6699,26,18,36.70478508,154,625,353.6232766,16.076664,81,-0.165,2004018,98.638611,16.24721817,-0.17055417,6.188451374,9.888212626,13.9412332,Twilight,grey50
17,97,640,732195.5925,30,13,26.60062403,97,304.5,160.2129485,14.221104,70,-0.16,2004018,99.56129607,16.26031163,-2.03920763,6.154380554,8.066723446,13.89406893,Night,darkblue
17,180,1304,732195.6119,31,16,26.4183908,82,418,245.4536398,14.685552,67,-0.18,2004018,99.58064807,16.26031163,-1.57475963,6.154380554,8.531171446,13.89406893,Night,darkblue
22,172,1200,732195.636,27,138,30.13905079,129,7,265.7535387,15.263328,68,-0.17,2004018,99.60472204,16.26031163,-0.99698363,6.154380554,9.108947446,13.89406893,Night,darkblue
21,205,1472,732195.6633,28,31,39.73048201,120,483,328.6306857,15.918888,76,-0.195,2004018,99.63203744,16.26031163,-0.34142363,6.154380554,9.764507446,13.89406893,Twilight,grey50
21,119,784,732196.5917,28,17,21.19745223,158.5,328.5,213.9898089,14.201112,65,-0.155,2004018,100.5604634,16.26824,-2.067128,6.115618006,8.085493994,13.847378,Night,darkblue
19,125,848,732196.6089,28,28,22.00471143,127.5,237.5,235.3050648,14.61444,66,-0.195,2004018,100.5776853,16.26824,-1.6538,6.115618006,8.498821994,13.847378,Night,darkblue
26,129,824,732196.6318,25,47,21.49939394,176,247,277.7121212,15.163344,70,-0.165,2004018,100.6005554,16.26824,-1.104896,6.115618006,9.047725994,13.847378,Night,darkblue
24,162,1104,732196.6577,27,22,32.03348416,180,307.5,346.5895928,15.785544,72,-0.21,2004018,100.6264812,16.26824,-0.482696,6.115618006,9.669925994,13.847378,Twilight,grey50
14,163,1192,732197.6522,30,17,29.5984912,107,585,321.0088013,15.652224,52,-0.195,2004018,101.6209263,16.27618667,-0.62396267,6.077246217,9.574977783,13.80105955,Night,darkblue
22,166,1152,732197.673,28,27,34.81613183,157,485.5,349.1838682,16.152216,76,-0.19,2004018,101.641759,16.27618667,-0.12397067,6.077246217,10.07496978,13.80105955,Twilight,grey50
28,117,712,732198.7016,38,53,36.49789621,236.5,286.5,320.0413745,16.83888,136,-0.195,2004018,102.6703706,16.28674579,0.55213421,6.028530904,10.8103491,13.74702388,Day,yellow4
29,134,840,732198.7214,44,88,35.84185493,266.5,142.5,358.2306778,17.31444,157,-0.175,2004018,102.6901852,16.28674579,1.02769421,6.028530904,11.2859091,13.74702388,Day,yellow4
18,153,1080,732199.6227,29,37,27.00092507,91.5,296.5,216.7821462,14.945544,53,-0.135,2004018,103.5914817,16.28674579,-1.34120179,5.980189651,8.965354349,13.69344386,Night,darkblue
18,151,1064,732199.6432,28,25,26.17464789,100.5,254.5,287.1577465,15.436656,50,-0.185,2004018,103.6119447,16.28674579,-0.85008979,5.980189651,9.456466349,13.69344386,Night,darkblue
27,165,1104,732199.6658,26,171,33.35384615,155.5,1,333.1737557,15.978888,67,-0.165,2004018,103.634537,16.28674579,-0.30785779,5.980189651,9.998698349,13.69344386,Twilight,grey50
34,168,1072,732199.6929,31,76,40.75862069,250,154,370.4608574,16.630008,132,-0.185,2004018,103.6616671,16.29168902,0.33831898,5.980189651,10.64981835,13.69344386,Twilight,grey50
37,170,1064,732200.7982,50,34,42.94647887,295,287.5,413.1995305,19.156656,172,-0.135,2004018,104.7669449,16.29659364,2.86006236,5.925813308,13.23084269,13.63412429,Day,yellow4
32,138,848,732201.6862,29,17,40.49941107,250.5,459,288.8080094,16.467768,123,-0.11,2004018,105.654907,16.29874412,0.16902388,5.871626732,10.59614127,13.57503309,Twilight,grey50
34,145,888,732201.7056,36,33,40.17660292,285.5,391,333.4634421,16.934448,158,-0.16,2004018,105.6743521,16.29874412,0.63570388,5.871626732,11.06282127,13.57503309,Day,yellow4
38,147,872,732201.7292,38,82,40.10996564,304.5,164.5,384.3894616,17.501112,168,-0.16,2004018,105.6979625,16.29874412,1.20236788,5.871626732,11.62948527,13.57503309,Day,yellow4
